name,latitude,longitude,description,info,type,status
"Nunez, Hill and Young",-5.081304,-42.780472,Necessary war ago join raise. Leader suffer free consider ago system. Raise music southern course would trade good.,"{""address"": ""Unit 0246 Box 2425\nDPO AE 99936"", ""website"": ""http://brock.com/""}",NIGHTCLUB,ACTIVE
Acosta-Shaffer,-5.068724,-42.783931,Dog feel exist necessary administration since one. Sign fine without article its one four democratic.,"{""address"": ""PSC 0797, Box 1133\nAPO AE 26436"", ""website"": ""http://bond.com/""}",BAR,ACTIVE
Thomas PLC,-5.063786,-42.770642,He true contain off glass. Everyone model page guess start meeting. Office wife beyond song across sure bad.,"{""address"": ""7902 Nicholson Street Apt. 571\nPort Regina, TX 93181"", ""website"": ""https://www.barr.info/""}",NIGHTCLUB,ACTIVE
Evans-Strickland,-5.090401,-42.760593,Into peace former course its war idea. Exist see tend worry wonder. Skill whatever medical me break contain police.,"{""address"": ""215 Lori Estate\nMathiston, TX 82253"", ""website"": ""http://jackson-fernandez.com/""}",RESTAURANT,ACTIVE
Davidson-Vasquez,-5.056428,-42.749456,Option letter soldier lose sense former dark easy. Discover benefit trade military. Also often product set center that.,"{""address"": ""47894 Brown Isle Apt. 771\nPhilipfort, UT 19937"", ""website"": ""https://www.aguilar.com/""}",WINERY,ACTIVE
Reyes-Jones,-4.85863,-43.344917,Mouth eye laugh open bag. Ten develop power one development movie usually. Under responsibility could consider really money brother.,"{""address"": ""34701 William Island Apt. 189\nLake Morgan, ME 54339"", ""website"": ""https://guerra.net/""}",FOOD_TRUCK,ACTIVE
Grant Ltd,-5.35871547358516,-42.6769012212753,Tend try heart customer party think hit. Minute theory for friend increase.,"{""address"": ""159 Hubbard Knolls Apt. 705\nWilsonstad, GU 07953"", ""website"": ""http://www.abbott-jones.net/""}",WINERY,ACTIVE
Farmer PLC,-4.838733,-42.177882,Set food want.,"{""address"": ""746 Vanessa Motorway Apt. 141\nNew Kevin, VT 37360"", ""website"": ""http://young-peters.com/""}",BAR,ACTIVE
"Gross, Rodriguez and Blanchard",-5.039693,-42.46098,Prove woman friend culture. Outside owner today rock available practice apply.,"{""address"": ""365 Kelly Island Suite 108\nEmilybury, WI 77992"", ""website"": ""http://www.jones-berry.info/""}",PUB,ACTIVE
"Acosta, Martin and Walker",-4.25392694867826,-42.2955326735973,Compare civil military television evidence sister name. Girl compare save.,"{""address"": ""246 Moore Port\nColinborough, AR 50296"", ""website"": ""https://www.osborn-martin.info/""}",BREWERY,ACTIVE
Vargas-Wilson,-4.47473455846962,-42.3101694881916,Grow method research indeed somebody guy. Yourself leader make discussion drug material see.,"{""address"": ""134 Antonio Park\nNew Craigfort, ME 29411"", ""website"": ""https://morgan.com/""}",COCKTAIL_BAR,ACTIVE
Davis-Manning,-3.77707049918382,-42.2773298621178,Our each quality about south time. Than crime think knowledge meet story main be. Movement necessary very young economy Mr.,"{""address"": ""096 Michael Island\nNew Gerald, MO 95767"", ""website"": ""https://smith.org/""}",RESTAURANT,ACTIVE
"Owen, Walsh and Summers",-3.886084,-42.239498,Government see nor. Bad she guess. Serious value its positive herself.,"{""address"": ""8460 Johnson Lakes Apt. 669\nNorth Adam, SD 95798"", ""website"": ""http://palmer.com/""}",LOUNGE,ACTIVE
Roberts and Sons,-4.069503,-42.066103,Treat month finish size would.,"{""address"": ""0762 Wu Pike\nLindaborough, GU 17943"", ""website"": ""https://www.taylor.com/""}",COCKTAIL_BAR,ACTIVE
Ingram-Mendez,-4.275043,-41.778066,Part its describe station agency. Without drop high.,"{""address"": ""042 Abbott Field Apt. 056\nRobertston, WI 94843"", ""website"": ""http://www.hunter.com/""}",LOUNGE,ACTIVE
Smith-Rodriguez,-4.270278,-41.758784,Board chance threat discuss seem church. Sell book adult force room. Above history trade.,"{""address"": ""4155 Michelle Manor Suite 282\nJenniferport, PR 06389"", ""website"": ""https://www.gonzalez.net/""}",FOOD_TRUCK,ACTIVE
Phillips-Love,-4.130958,-41.782057,Dark since score those seem lose property. For successful she leader indicate today. Official student always discover professor stop word.,"{""address"": ""43658 Amy Trafficway Suite 017\nNorth Michael, MP 54083"", ""website"": ""https://patel.biz/""}",FOOD_TRUCK,ACTIVE
Anderson-Cole,-3.997017,-41.761103,Statement might executive appear. Operation already reach thing.,"{""address"": ""901 Lyons Ridges\nLaurieshire, ND 04675"", ""website"": ""https://www.pierce.com/""}",WINERY,ACTIVE
Bond and Sons,-4.392056,-41.433122,Break expect development hit rock rule total. Safe church art purpose opportunity present.,"{""address"": ""3480 Gilbert Drive\nSouth Chase, IA 48519"", ""website"": ""https://austin.com/""}",BREWERY,ACTIVE
"Harris, Garcia and Gillespie",-4.846944,-40.886112,Also door share give. Office you hold image stock.,"{""address"": ""3380 Anthony Isle Apt. 582\nEast Steven, OK 74621"", ""website"": ""http://www.lopez.biz/""}",WINERY,ACTIVE
Boyd Group,-4.752203,-40.833288,Space chance picture place. System cover defense herself. Admit everything reflect perform yet.,"{""address"": ""5624 Wagner Freeway Suite 826\nNorth Kyleside, AL 57710"", ""website"": ""http://www.fletcher.com/""}",BREWERY,ACTIVE
Brown PLC,-4.535195,-40.711184,Prove plant impact everybody. Simple hear film teacher many decision. Man certain fear we consider economy.,"{""address"": ""441 Lauren Locks\nNew Dylanstad, GU 28818"", ""website"": ""http://www.lambert-zamora.biz/""}",ROOFTOP_BAR,ACTIVE
Duran Inc,-4.032883,-40.863122,All condition tough skill listen challenge several. Control offer reflect industry check share condition.,"{""address"": ""9853 Avila Hollow\nJohnview, CA 05098"", ""website"": ""https://cervantes.com/""}",CAFE,ACTIVE
"Roberts, Howard and Reid",-3.916314,-40.887178,Half population officer see a price. Major entire by purpose why set affect. Age avoid child admit section red hit.,"{""address"": ""617 Sara Oval\nSouth Terriview, VI 01654"", ""website"": ""https://www.guerra-lawson.com/""}",ROOFTOP_BAR,ACTIVE
Burnett-Howell,-3.851793,-40.918658,Wide edge everybody investment size minute television student. Sure wish expert many.,"{""address"": ""PSC 3811, Box 4124\nAPO AA 14371"", ""website"": ""https://delgado.com/""}",LOUNGE,ACTIVE
Farmer Group,-4.164116,-40.710706,Nature second short born want sure another. Order top carry character day believe single. Later state senior hundred red court.,"{""address"": ""4849 Garcia Ville\nPaulhaven, LA 08784"", ""website"": ""http://www.powers.com/""}",FOOD_TRUCK,ACTIVE
Short-Wallace,-4.165235,-40.749658,Wide lot man down ground newspaper. Rich call finish here foot small face.,"{""address"": ""092 Smith Valleys\nWelchmouth, SD 66506"", ""website"": ""http://johnson.info/""}",FOOD_TRUCK,ACTIVE
Hoover-Bryan,-4.162736,-40.933678,Turn good result person give. Impact medical record so finally into nice position.,"{""address"": ""02333 Morgan Terrace Apt. 350\nEast Andrewstad, KY 70007"", ""website"": ""https://chang.info/""}",CAFE,ACTIVE
Davila-Hill,-4.193239,-40.476591,Recently memory recent. Mouth crime third one owner.,"{""address"": ""Unit 7850 Box 1548\nDPO AP 65227"", ""website"": ""https://wallace.net/""}",BAR,ACTIVE
"Hansen, Harrison and Shepherd",-4.196363,-40.476274,Certainly gun both avoid think in policy.,"{""address"": ""93929 Byrd Turnpike\nNew Jeffrey, OR 15069"", ""website"": ""https://www.lewis-mcbride.com/""}",COCKTAIL_BAR,ACTIVE
Hayden Ltd,-4.142976,-40.591063,Left still machine charge why value attack I. News two medical military artist seat ask.,"{""address"": ""PSC 0686, Box 1476\nAPO AA 26868"", ""website"": ""http://www.ingram.com/""}",ROOFTOP_BAR,ACTIVE
Wright-Hernandez,-3.953534,-40.478238,Sit security interest fly happen material stop.,"{""address"": ""8310 Sutton Dam Suite 577\nWest Victoriaberg, MT 53756"", ""website"": ""https://lewis-williams.info/""}",BAR,ACTIVE
"Morton, Diaz and Martinez",-3.950635,-40.475327,Course war cover indeed exactly create. Stop perform painting specific down meeting generation size. Act out north cost fact.,"{""address"": ""919 Gregory Fork\nCruzfort, NE 84409"", ""website"": ""https://rodgers.biz/""}",ROOFTOP_BAR,ACTIVE
Thomas Ltd,-4.332997,-40.156647,Garden help job that imagine ask interest. Stand face property sometimes trade.,"{""address"": ""9435 Barber Drive\nEast Ashleyton, MT 47329"", ""website"": ""http://www.bautista.com/""}",RESTAURANT,ACTIVE
Vargas PLC,-4.342688,-40.154935,Attack cut yet any experience. Partner lay movie behind account camera.,"{""address"": ""087 Jeffrey Forges\nNew Ronald, OK 04283"", ""website"": ""http://hickman-johnson.info/""}",WINERY,ACTIVE
"Torres, Preston and Russell",-4.413068,-40.408135,Investment crime nor hotel smile. Fact however trip cut star water case.,"{""address"": ""81189 Michael Forest Apt. 767\nPort Janemouth, AZ 04797"", ""website"": ""https://greene.biz/""}",FOOD_TRUCK,ACTIVE
Thompson-Michael,-4.7118,-40.573547,Audience central give party machine. School note control area land some field. Me group final fine good.,"{""address"": ""2834 Deanna Parkways\nRamirezfort, RI 20636"", ""website"": ""http://www.lewis.com/""}",BREWERY,ACTIVE
Hester Group,-4.710722,-40.572411,Clearly behind include throughout. You smile find nearly.,"{""address"": ""8872 Danny Grove Suite 483\nBrandyhaven, MO 49038"", ""website"": ""https://holden.net/""}",FOOD_TRUCK,ACTIVE
Hale-Smith,-4.841616,-40.31368,Quickly laugh source term country property economy. International like end bring Republican actually. Be world two age.,"{""address"": ""4474 Booth Centers\nEast Katherine, FM 59876"", ""website"": ""https://graves.com/""}",PUB,ACTIVE
Smith-Gregory,-4.836415,-40.160367,Hear glass cover ground offer Mrs every church. Knowledge answer usually yeah couple PM. Cut least exist public nice.,"{""address"": ""56092 Kenneth Fall Suite 251\nPatriciaside, KY 99575"", ""website"": ""https://williams.com/""}",WINERY,ACTIVE
"Smith, Walter and Mendoza",-4.787412,-40.067405,Run upon question reflect. Especially protect force society figure bed plant person.,"{""address"": ""59263 Payne Mill Apt. 597\nNew James, DE 20226"", ""website"": ""https://diaz.net/""}",NIGHTCLUB,ACTIVE
"Edwards, Best and Odonnell",-5.178317,-40.680539,Have manage position wear. Wish case only often view four.,"{""address"": ""4524 Fisher Course Apt. 264\nJosephport, NJ 89112"", ""website"": ""http://www.hogan.biz/""}",CAFE,ACTIVE
"Thomas, Smith and Rowe",-5.535545,-40.773565,Finish blue sort. Power too around kind outside let work.,"{""address"": ""346 Valencia Run Apt. 633\nLake Markshire, AK 04614"", ""website"": ""http://www.perkins.com/""}",ROOFTOP_BAR,ACTIVE
Morton-Larsen,-5.981431,-40.296017,Reality without great. Admit you operation street.,"{""address"": ""043 Jennifer Shore Apt. 376\nWilsonborough, FM 69950"", ""website"": ""http://davis.com/""}",SPORTS_BAR,ACTIVE
Shea PLC,-6.721525,-40.169037,Always contain fall artist base. Way indeed development national buy although. Mission check strong commercial investment your.,"{""address"": ""59694 Jacqueline Lock\nDanielleport, ME 61258"", ""website"": ""https://www.howard.com/""}",PUB,ACTIVE
Jones-Weaver,-6.835378,-40.613586,Car sit church program avoid artist child. Defense half fall mouth fly office.,"{""address"": ""910 Dennis Isle Apt. 285\nSouth Danielside, WV 07739"", ""website"": ""http://reynolds.com/""}",RESTAURANT,ACTIVE
"Arnold, Brandt and Moore",-6.540911,-40.799079,Development off consumer gas young vote. Reflect scene seem police. Instead to expert front whose.,"{""address"": ""Unit 1281 Box 3721\nDPO AE 95724"", ""website"": ""https://www.beltran-sullivan.com/""}",PUB,ACTIVE
"Richardson, Haas and Cobb",-6.21169143076802,-40.6937818229199,Heavy particularly white food throughout somebody every. Fact crime whatever debate bill them.,"{""address"": ""484 Soto Causeway\nJeffreyberg, NM 17006"", ""website"": ""https://www.nguyen-barnett.com/""}",CAFE,ACTIVE
"Morris, Young and Martinez",-6.189036,-42.121021,Pattern some while.,"{""address"": ""59839 Cynthia Springs\nEricport, NE 24847"", ""website"": ""https://hart.com/""}",BAR,ACTIVE
"Phillips, Perez and Jones",-6.405746,-41.738277,You determine look person establish. Oil serious PM give cold.,"{""address"": ""754 Sharon Knolls\nPort Peterhaven, HI 40552"", ""website"": ""http://www.baxter-johnson.com/""}",LOUNGE,ACTIVE
Sanders-Farley,-6.39897003107758,-41.7552740871906,Thing need at in upon major debate. Direction upon compare as indeed close memory.,"{""address"": ""05108 Crystal Islands Suite 371\nStacyport, NY 82343"", ""website"": ""https://shaffer-wilson.com/""}",RESTAURANT,ACTIVE
Baker-White,-7.01494575214122,-41.588558703661,Radio perform field cover form entire.,"{""address"": ""13387 Sierra Locks Apt. 089\nMillermouth, PW 05580"", ""website"": ""https://www.thompson.com/""}",RESTAURANT,ACTIVE
"Stokes, Edwards and Edwards",-7.097622,-41.467229,Reason environment sometimes indeed something. Include partner involve collection best believe scientist.,"{""address"": ""712 Walsh Stream\nFlowerschester, KY 14161"", ""website"": ""http://www.johnson-graham.com/""}",SPORTS_BAR,ACTIVE
Todd-Moore,-7.009532,-42.126209,Loss operation wear hold instead material hear product. Never although practice send society physical apply four.,"{""address"": ""6631 Lyons Plain\nNew Tarafort, MH 73255"", ""website"": ""http://gibson.com/""}",BAR,ACTIVE
Hudson-Wilson,-7.854889,-41.908345,Deal crime whether address end within. Deep middle among quickly. Sit win prepare. Nation drug success color his receive.,"{""address"": ""157 Smith Turnpike Apt. 796\nHernandezstad, DC 37219"", ""website"": ""https://www.oneal-tyler.com/""}",FOOD_TRUCK,ACTIVE
Davis Inc,-7.56408772483063,-40.7187974452972,Poor research stop.,"{""address"": ""760 Elizabeth Fort Suite 923\nWest Nicole, DE 62675"", ""website"": ""http://www.ford-marshall.com/""}",BAR,ACTIVE
Brooks-Knapp,-7.35557,-41.141586,By team either carry. Need beat these realize dream popular. A suffer good. Administration citizen save necessary rock study pick special.,"{""address"": ""USNV Mckinney\nFPO AA 69623"", ""website"": ""http://www.pitts.info/""}",BAR,ACTIVE
Burton Group,-7.13372278135568,-41.0291075706482,Want grow imagine billion order conference market. Herself allow part foot note free suggest.,"{""address"": ""266 Vasquez Road\nHughesmouth, NV 91747"", ""website"": ""http://www.hernandez.info/""}",SPORTS_BAR,ACTIVE
"Simmons, Frazier and Wright",-7.423839,-40.691174,Role water study character charge news. History play quality another. Race plant pull.,"{""address"": ""91082 Gregory Forks\nRichberg, WA 24513"", ""website"": ""https://www.hanna.com/""}",LOUNGE,ACTIVE
"Barnes, Underwood and Spence",-7.438711,-40.671823,Forward great suddenly town number list wall final. With design value.,"{""address"": ""15477 Jeffrey Lakes Apt. 736\nPort Randy, IN 42039"", ""website"": ""https://www.kim.com/""}",NIGHTCLUB,ACTIVE
Simmons Group,-7.302051,-40.499943,Risk attention charge politics however recognize. Hope daughter since yourself cut. Situation hard right American after.,"{""address"": ""699 Christine Lane Apt. 117\nLake Matthewland, VT 82985"", ""website"": ""https://www.jensen.com/""}",FOOD_TRUCK,ACTIVE
